X Path Row ID Date Craft Sensor Type CloudCover Quality Month
676 147 47 LE71470472012002PFS00 2012-01-02 LANDSAT_7 ETM L1T 0 9 1
754 147 48 LE71470482012002PFS00 2012-01-02 LANDSAT_7 ETM L1T 1 9 1
825 147 49 LE71470492012002PFS00 2012-01-02 LANDSAT_7 ETM L1T 8 9 1
248 145 50 LE71450502012004PFS00 2012-01-04 LANDSAT_7 ETM L1T 0 9 1
297 145 51 LE71450512012004PFS00 2012-01-04 LANDSAT_7 ETM L1T 0 9 1
338 145 52 LE71450522012004PFS00 2012-01-04 LANDSAT_7 ETM L1T 3 9 1
970 148 46 LE71480462012009PFS01 2012-01-09 LANDSAT_7 ETM L1T 0 9 1
409 146 47 LE71460472012011PFS00 2012-01-11 LANDSAT_7 ETM L1T 0 9 1
185 144 54 LE71440542012013PFS00 2012-01-13 LANDSAT_7 ETM L1T 2 9 1
971 148 46 LE71480462012025PFS00 2012-01-25 LANDSAT_7 ETM L1T 5 9 1
485 146 49 LE71460492012027PFS00 2012-01-27 LANDSAT_7 ETM L1T 0 9 1
249 145 50 LE71450502012036PFS00 2012-02-05 LANDSAT_7 ETM L1T 0 9 2
298 145 51 LE71450512012036PFS00 2012-02-05 LANDSAT_7 ETM L1T 0 9 2
972 148 46 LE71480462012041PFS00 2012-02-10 LANDSAT_7 ETM L1T 0 9 2
410 146 47 LE71460472012043PFS00 2012-02-12 LANDSAT_7 ETM L1T 0 9 2
486 146 49 LE71460492012043PFS00 2012-02-12 LANDSAT_7 ETM L1T 0 9 2
148 144 53 LE71440532012045PFS00 2012-02-14 LANDSAT_7 ETM L1T 0 9 2
186 144 54 LE71440542012045PFS00 2012-02-14 LANDSAT_7 ETM L1T 1 9 2
595 147 46 LE71470462012050PFS00 2012-02-19 LANDSAT_7 ETM L1T 0 9 2
677 147 47 LE71470472012050PFS00 2012-02-19 LANDSAT_7 ETM L1T 0 9 2
755 147 48 LE71470482012050PFS00 2012-02-19 LANDSAT_7 ETM L1T 0 9 2
826 147 49 LE71470492012050PFS00 2012-02-19 LANDSAT_7 ETM L1T 0 9 2
339 145 52 LE71450522012052PFS00 2012-02-21 LANDSAT_7 ETM L1T 0 9 2
973 148 46 LE71480462012057PFS00 2012-02-26 LANDSAT_7 ETM L1T 0 9 2
113 144 52 LE71440522012061PFS00 2012-03-01 LANDSAT_7 ETM L1T 0 9 3
149 144 53 LE71440532012061PFS00 2012-03-01 LANDSAT_7 ETM L1T 0 9 3
187 144 54 LE71440542012061PFS00 2012-03-01 LANDSAT_7 ETM L1T 6 9 3
596 147 46 LE71470462012066PFS00 2012-03-06 LANDSAT_7 ETM L1T 0 9 3
678 147 47 LE71470472012066PFS00 2012-03-06 LANDSAT_7 ETM L1T 0 9 3
756 147 48 LE71470482012066PFS00 2012-03-06 LANDSAT_7 ETM L1T 0 9 3
827 147 49 LE71470492012066PFS00 2012-03-06 LANDSAT_7 ETM L1T 2 9 3
864 148 45 LE71480452012073PFS00 2012-03-13 LANDSAT_7 ETM L1T 0 9 3
974 148 46 LE71480462012073PFS00 2012-03-13 LANDSAT_7 ETM L1T 0 9 3
1063 148 47 LE71480472012073PFS00 2012-03-13 LANDSAT_7 ETM L1T 0 9 3
411 146 47 LE71460472012075PFS00 2012-03-15 LANDSAT_7 ETM L1T 0 9 3
487 146 49 LE71460492012075PFS00 2012-03-15 LANDSAT_7 ETM L1T 4 9 3
597 147 46 LE71470462012082PFS00 2012-03-22 LANDSAT_7 ETM L1T 0 9 3
340 145 52 LE71450522012084PFS00 2012-03-24 LANDSAT_7 ETM L1T 4 9 3
35 143 53 LE71430532012086PFS00 2012-03-26 LANDSAT_7 ETM L1T 0 9 3
71 143 54 LE71430542012086PFS00 2012-03-26 LANDSAT_7 ETM L1T 3 9 3
865 148 45 LE71480452012089PFS00 2012-03-29 LANDSAT_7 ETM L1T 0 9 3
975 148 46 LE71480462012089PFS01 2012-03-29 LANDSAT_7 ETM L1T 0 9 3
1064 148 47 LE71480472012089PFS00 2012-03-29 LANDSAT_7 ETM L1T 0 9 3
188 144 54 LE71440542012093PFS00 2012-04-02 LANDSAT_7 ETM L1T 8 9 4
598 147 46 LE71470462012098PFS00 2012-04-07 LANDSAT_7 ETM L1T 0 9 4
679 147 47 LE71470472012098PFS00 2012-04-07 LANDSAT_7 ETM L1T 0 9 4
757 147 48 LE71470482012098PFS00 2012-04-07 LANDSAT_7 ETM L1T 0 9 4
828 147 49 LE71470492012098PFS01 2012-04-07 LANDSAT_7 ETM L1T 0 9 4
250 145 50 LE71450502012100PFS01 2012-04-09 LANDSAT_7 ETM L1T 0 9 4
36 143 53 LE71430532012102PFS00 2012-04-11 LANDSAT_7 ETM L1T 9 9 4
72 143 54 LE71430542012102PFS01 2012-04-11 LANDSAT_7 ETM L1T 9 9 4
976 148 46 LE71480462012105PFS00 2012-04-14 LANDSAT_7 ETM L1T 1 9 4
1065 148 47 LE71480472012105PFS00 2012-04-14 LANDSAT_7 ETM L1T 10 9 4
412 146 47 LE71460472012107PFS00 2012-04-16 LANDSAT_7 ETM L1T 0 9 4
488 146 49 LE71460492012107PFS00 2012-04-16 LANDSAT_7 ETM L1T 9 9 4
114 144 52 LE71440522012109PFS00 2012-04-18 LANDSAT_7 ETM L1T 8 9 4
599 147 46 LE71470462012114PFS00 2012-04-23 LANDSAT_7 ETM L1T 0 9 4
866 148 45 LE71480452012121PFS00 2012-04-30 LANDSAT_7 ETM L1T 0 9 4
977 148 46 LE71480462012121PFS00 2012-04-30 LANDSAT_7 ETM L1T 0 9 4
1066 148 47 LE71480472012121PFS00 2012-04-30 LANDSAT_7 ETM L1T 1 9 4
413 146 47 LE71460472012123PFS00 2012-05-02 LANDSAT_7 ETM L1T 0 9 5
600 147 46 LE71470462012130PFS00 2012-05-09 LANDSAT_7 ETM L1T 0 9 5
680 147 47 LE71470472012130PFS00 2012-05-09 LANDSAT_7 ETM L1T 0 9 5
73 143 54 LE71430542012134PFS01 2012-05-13 LANDSAT_7 ETM L1T 3 9 5
489 146 49 LE71460492012139PFS00 2012-05-18 LANDSAT_7 ETM L1T 1 9 5
978 148 46 LE71480462012153PFS00 2012-06-01 LANDSAT_7 ETM L1T 6 9 6
414 146 47 LE71460472012155PFS00 2012-06-03 LANDSAT_7 ETM L1T 0 9 6
37 143 53 LE71430532012278PFS00 2012-10-04 LANDSAT_7 ETM L1T 1 9 10
74 143 54 LE71430542012278PFS00 2012-10-04 LANDSAT_7 ETM L1T 6 9 10
415 146 47 LE71460472012283PFS01 2012-10-09 LANDSAT_7 ETM L1T 5 9 10
601 147 46 LE71470462012290PFS00 2012-10-16 LANDSAT_7 ETM L1T 3 9 10
681 147 47 LE71470472012290PFS00 2012-10-16 LANDSAT_7 ETM L1T 4 9 10
829 147 49 LE71470492012290PFS00 2012-10-16 LANDSAT_7 ETM L1T 0 9 10
251 145 50 LE71450502012292PFS00 2012-10-18 LANDSAT_7 ETM L1T 0 9 10
299 145 51 LE71450512012292PFS00 2012-10-18 LANDSAT_7 ETM L1T 1 9 10
341 145 52 LE71450522012292PFS00 2012-10-18 LANDSAT_7 ETM L1T 3 9 10
867 148 45 LE71480452012297PFS00 2012-10-23 LANDSAT_7 ETM L1T 2 9 10
979 148 46 LE71480462012297PFS00 2012-10-23 LANDSAT_7 ETM L1T 0 9 10
490 146 49 LE71460492012299PFS00 2012-10-25 LANDSAT_7 ETM L1T 10 9 10
75 143 54 LE71430542012310PFS00 2012-11-05 LANDSAT_7 ETM L1T 4 9 11
868 148 45 LE71480452012313PFS00 2012-11-08 LANDSAT_7 ETM L1T 0 9 11
980 148 46 LE71480462012313PFS00 2012-11-08 LANDSAT_7 ETM L1T 0 9 11
1067 148 47 LE71480472012313PFS00 2012-11-08 LANDSAT_7 ETM L1T 0 9 11
602 147 46 LE71470462012322PFS00 2012-11-17 LANDSAT_7 ETM L1T 0 9 11
682 147 47 LE71470472012322PFS00 2012-11-17 LANDSAT_7 ETM L1T 0 9 11
758 147 48 LE71470482012322PFS00 2012-11-17 LANDSAT_7 ETM L1T 0 9 11
830 147 49 LE71470492012322PFS00 2012-11-17 LANDSAT_7 ETM L1T 0 9 11
252 145 50 LE71450502012324PFS01 2012-11-19 LANDSAT_7 ETM L1T 0 9 11
300 145 51 LE71450512012324PFS01 2012-11-19 LANDSAT_7 ETM L1T 0 9 11
342 145 52 LE71450522012324PFS01 2012-11-19 LANDSAT_7 ETM L1T 5 9 11
38 143 53 LE71430532012326PFS00 2012-11-21 LANDSAT_7 ETM L1T 3 9 11
981 148 46 LE71480462012329PFS00 2012-11-24 LANDSAT_7 ETM L1T 0 9 11
416 146 47 LE71460472012331PFS00 2012-11-26 LANDSAT_7 ETM L1T 2 9 11
115 144 52 LE71440522012333PFS00 2012-11-28 LANDSAT_7 ETM L1T 5 9 11
150 144 53 LE71440532012333PFS00 2012-11-28 LANDSAT_7 ETM L1T 7 9 11
603 147 46 LE71470462012338PFS00 2012-12-03 LANDSAT_7 ETM L1T 0 9 12
683 147 47 LE71470472012338PFS00 2012-12-03 LANDSAT_7 ETM L1T 0 9 12
759 147 48 LE71470482012338PFS00 2012-12-03 LANDSAT_7 ETM L1T 0 9 12
831 147 49 LE71470492012338PFS00 2012-12-03 LANDSAT_7 ETM L1T 0 9 12
869 148 45 LE71480452012345PFS00 2012-12-10 LANDSAT_7 ETM L1T 0 9 12
1068 148 47 LE71480472012345PFS00 2012-12-10 LANDSAT_7 ETM L1T 0 9 12
417 146 47 LE71460472012347PFS00 2012-12-12 LANDSAT_7 ETM L1T 0 9 12
491 146 49 LE71460492012347PFS00 2012-12-12 LANDSAT_7 ETM L1T 0 9 12
151 144 53 LE71440532012349PFS00 2012-12-14 LANDSAT_7 ETM L1T 5 9 12
189 144 54 LE71440542012349PFS00 2012-12-14 LANDSAT_7 ETM L1T 0 9 12
870 148 45 LE71480452012361PFS00 2012-12-26 LANDSAT_7 ETM L1T 0 9 12
1069 148 47 LE71480472012361PFS00 2012-12-26 LANDSAT_7 ETM L1T 0 9 12
418 146 47 LE71460472013013PFS00 2013-01-13 LANDSAT_7 ETM L1T 0 9 1
492 146 49 LE71460492013013PFS00 2013-01-13 LANDSAT_7 ETM L1T 0 9 1
116 144 52 LE71440522013015PFS00 2013-01-15 LANDSAT_7 ETM L1T 0 9 1
152 144 53 LE71440532013015PFS00 2013-01-15 LANDSAT_7 ETM L1T 0 9 1
190 144 54 LE71440542013015PFS00 2013-01-15 LANDSAT_7 ETM L1T 0 9 1
604 147 46 LE71470462013020PFS00 2013-01-20 LANDSAT_7 ETM L1T 0 9 1
684 147 47 LE71470472013020PFS00 2013-01-20 LANDSAT_7 ETM L1T 0 9 1
760 147 48 LE71470482013020PFS00 2013-01-20 LANDSAT_7 ETM L1T 0 9 1
253 145 50 LE71450502013022PFS00 2013-01-22 LANDSAT_7 ETM L1T 0 9 1
301 145 51 LE71450512013022ASN00 2013-01-22 LANDSAT_7 ETM L1T 0 9 1
685 147 47 LE71470472013036PFS00 2013-02-05 LANDSAT_7 ETM L1T 5 9 2
761 147 48 LE71470482013036PFS00 2013-02-05 LANDSAT_7 ETM L1T 1 9 2
832 147 49 LE71470492013036PFS00 2013-02-05 LANDSAT_7 ETM L1T 5 9 2
254 145 50 LE71450502013038PFS00 2013-02-07 LANDSAT_7 ETM L1T 0 9 2
302 145 51 LE71450512013038PFS00 2013-02-07 LANDSAT_7 ETM L1T 4 9 2
419 146 47 LE71460472013045PFS00 2013-02-14 LANDSAT_7 ETM L1T 0 9 2
605 147 46 LE71470462013052PFS00 2013-02-21 LANDSAT_7 ETM L1T 0 9 2
39 143 53 LE71430532013056PFS00 2013-02-25 LANDSAT_7 ETM L1T 3 9 2
76 143 54 LE71430542013056PFS00 2013-02-25 LANDSAT_7 ETM L1T 6 9 2
606 147 46 LE71470462013068PFS00 2013-03-09 LANDSAT_7 ETM L1T 0 9 3
686 147 47 LE71470472013068PFS00 2013-03-09 LANDSAT_7 ETM L1T 0 9 3
762 147 48 LE71470482013068PFS00 2013-03-09 LANDSAT_7 ETM L1T 0 9 3
833 147 49 LE71470492013068PFS00 2013-03-09 LANDSAT_7 ETM L1T 0 9 3
255 145 50 LE71450502013070PFS00 2013-03-11 LANDSAT_7 ETM L1T 2 9 3
40 143 53 LE71430532013072PFS00 2013-03-13 LANDSAT_7 ETM L1T 4 9 3
77 143 54 LE71430542013072PFS00 2013-03-13 LANDSAT_7 ETM L1T 7 9 3
420 146 47 LE71460472013077PFS00 2013-03-18 LANDSAT_7 ETM L1T 0 9 3
982 148 46 LE71480462013091PFS01 2013-04-01 LANDSAT_7 ETM L1T 0 9 4
1070 148 47 LE71480472013091PFS01 2013-04-01 LANDSAT_7 ETM L1T 0 9 4
421 146 47 LE71460472013093PFS01 2013-04-03 LANDSAT_7 ETM L1T 0 9 4
493 146 49 LE71460492013093PFS01 2013-04-03 LANDSAT_7 ETM L1T 0 8 4
607 147 46 LE71470462013100PFS00 2013-04-10 LANDSAT_7 ETM L1T 0 9 4
687 147 47 LE71470472013100PFS00 2013-04-10 LANDSAT_7 ETM L1T 0 9 4
763 147 48 LE71470482013100PFS00 2013-04-10 LANDSAT_7 ETM L1T 0 9 4
834 147 49 LE71470492013100PFS00 2013-04-10 LANDSAT_7 ETM L1T 0 9 4
256 145 50 LE71450502013102PFS00 2013-04-12 LANDSAT_7 ETM L1T 0 9 4
303 145 51 LE71450512013102PFS00 2013-04-12 LANDSAT_7 ETM L1T 0 9 4
983 148 46 LE71480462013107SG100 2013-04-17 LANDSAT_7 ETM L1T 0 9 4
1071 148 47 LE71480472013107SG100 2013-04-17 LANDSAT_7 ETM L1T 0 9 4
984 148 46 LE71480462013123PFS00 2013-05-03 LANDSAT_7 ETM L1T 0 9 5
1072 148 47 LE71480472013123PFS00 2013-05-03 LANDSAT_7 ETM L1T 0 9 5
422 146 47 LE71460472013125PFS00 2013-05-05 LANDSAT_7 ETM L1T 0 9 5
494 146 49 LE71460492013125PFS00 2013-05-05 LANDSAT_7 ETM L1T 0 9 5
985 148 46 LE71480462013139PFS00 2013-05-19 LANDSAT_7 ETM L1T 3 9 5
191 144 54 LE71440542013271SG100 2013-09-28 LANDSAT_7 ETM L1T 10 9 9
41 143 53 LE71430532013280SG100 2013-10-07 LANDSAT_7 ETM L1T 2 9 10
78 143 54 LE71430542013280SG100 2013-10-07 LANDSAT_7 ETM L1T 7 9 10
688 147 47 LE71470472013292SG100 2013-10-19 LANDSAT_7 ETM L1T 0 9 10
764 147 48 LE71470482013292SG100 2013-10-19 LANDSAT_7 ETM L1T 1 9 10
835 147 49 LE71470492013292SG100 2013-10-19 LANDSAT_7 ETM L1T 0 9 10
871 148 45 LE71480452013299SG100 2013-10-26 LANDSAT_7 ETM L1T 0 9 10
986 148 46 LE71480462013299SG100 2013-10-26 LANDSAT_7 ETM L1T 9 9 10
1073 148 47 LE71480472013299SG100 2013-10-26 LANDSAT_7 ETM L1T 0 9 10
423 146 47 LE71460472013301SG100 2013-10-28 LANDSAT_7 ETM L1T 8 9 10
608 147 46 LE71470462013308SG100 2013-11-04 LANDSAT_7 ETM L1T 1 9 11
304 145 51 LE71450512013310SG100 2013-11-06 LANDSAT_7 ETM L1T 3 9 11
872 148 45 LE71480452013315SG100 2013-11-11 LANDSAT_7 ETM L1T 0 9 11
987 148 46 LE71480462013315SG100 2013-11-11 LANDSAT_7 ETM L1T 0 9 11
1074 148 47 LE71480472013315SG100 2013-11-11 LANDSAT_7 ETM L1T 0 9 11
609 147 46 LE71470462013340SG100 2013-12-06 LANDSAT_7 ETM L1T 0 9 12
689 147 47 LE71470472013340SG100 2013-12-06 LANDSAT_7 ETM L1T 0 9 12
765 147 48 LE71470482013340SG100 2013-12-06 LANDSAT_7 ETM L1T 0 9 12
836 147 49 LE71470492013340SG100 2013-12-06 LANDSAT_7 ETM L1T 0 9 12
873 148 45 LE71480452013347SG100 2013-12-13 LANDSAT_7 ETM L1T 0 9 12
988 148 46 LE71480462013347SG100 2013-12-13 LANDSAT_7 ETM L1T 0 9 12
1075 148 47 LE71480472013347SG100 2013-12-13 LANDSAT_7 ETM L1T 0 9 12
117 144 52 LE71440522013351SG100 2013-12-17 LANDSAT_7 ETM L1T 10 9 12
153 144 53 LE71440532013351SG100 2013-12-17 LANDSAT_7 ETM L1T 4 9 12
874 148 45 LE71480452013363SG100 2013-12-29 LANDSAT_7 ETM L1T 0 9 12
1076 148 47 LE71480472013363SG100 2013-12-29 LANDSAT_7 ETM L1T 0 9 12
610 147 46 LE71470462014007SG100 2014-01-07 LANDSAT_7 ETM L1T 0 9 1
690 147 47 LE71470472014007SG100 2014-01-07 LANDSAT_7 ETM L1T 0 9 1
766 147 48 LE71470482014007SG100 2014-01-07 LANDSAT_7 ETM L1T 0 9 1
837 147 49 LE71470492014007SG100 2014-01-07 LANDSAT_7 ETM L1T 0 9 1
257 145 50 LE71450502014009SG100 2014-01-09 LANDSAT_7 ETM L1T 0 9 1
424 146 47 LE71460472014032SG100 2014-02-01 LANDSAT_7 ETM L1T 0 9 2
495 146 49 LE71460492014032SG100 2014-02-01 LANDSAT_7 ETM L1T 0 9 2
611 147 46 LE71470462014039SG100 2014-02-08 LANDSAT_7 ETM L1T 0 9 2
691 147 47 LE71470472014055SG100 2014-02-24 LANDSAT_7 ETM L1T 0 9 2
767 147 48 LE71470482014055SG100 2014-02-24 LANDSAT_7 ETM L1T 0 9 2
838 147 49 LE71470492014055SG101 2014-02-24 LANDSAT_7 ETM L1T 0 9 2
1077 148 47 LE71480472014062SG100 2014-03-03 LANDSAT_7 ETM L1T 0 9 3
1078 148 47 LE71480472014078SG100 2014-03-19 LANDSAT_7 ETM L1T 0 9 3
1079 148 47 LE71480472014094PFS00 2014-04-04 LANDSAT_7 ETM L1T 0 9 4
